target	Ls Radiance	Ls Derived Temperature	Lg	Lg Derived Temperature
concrete	9.214826	300.4	9.589169683	302.9
concrete	9.213511	300.4	9.587682127	302.9
concrete	9.191677	300.2	9.562983032	302.8
concrete	9.205127	300.3	9.578197964	302.9
concrete	9.191971	300.2	9.563315611	302.8
concrete	9.213902	300.4	9.588124434	302.9
concrete	9.2391	300.6	9.616628959	303.1
concrete	9.22605	300.5	9.601866516	303
concrete	9.184493	300.2	9.554856335	302.7
concrete	9.226596	300.5	9.602484163	303
concrete	9.240652	300.6	9.618384615	303.1
concrete	9.242606	300.6	9.620595023	303.2
tyvek	8.127831	292.6	8.35953733	294.3
tyvek	8.16916	292.9	8.406289593	294.7
tyvek	8.167705	292.9	8.404643665	294.6
tyvek	7.683501	289.2	7.856901584	290.6
tyvek	7.71174	289.5	7.888846154	290.8
tyvek	8.22256	293.3	8.466696833	295.1
tyvek	8.213492	293.2	8.456438914	295
tyvek	7.739301	289.7	7.920023756	291
tyvek	7.762462	289.8	7.946223982	291.2
tyvek	8.27238	293.7	8.523054299	295.5
tyvek	8.190692	293.1	8.430647059	294.8
tyvek	8.192055	293.1	8.432188914	294.8
